131,AMC-11,V,10.4.1.15,1
131,AMC-11,H,10.4.1.15,2
101,SES-1,V,10.4.1.15,3
101,SES-1,H,10.4.1.15,4
103,SES-3,H,10.4.1.16,1
103,SES-3,V,10.4.1.16,2
105,SES-11,H,10.4.1.16,3
105,SES-11,V,10.4.1.16,4
